"Posição","Nome","Localidade","2017-2018","Unidade","Multiplicador"
"6.1.1","Índice de perda de qualidade de vida (IPQV)","Tocantins","0.188","Adimensional",1
"6.1.1","Índice de perda de qualidade de vida (IPQV)","Maranhão","0.260","Adimensional",1
"6.1.1","Índice de perda de qualidade de vida (IPQV)","Piauí","0.213","Adimensional",1
"6.1.1","Índice de perda de qualidade de vida (IPQV)","Ceará","0.189","Adimensional",1
"6.1.1","Índice de perda de qualidade de vida (IPQV)","Rio Grande do Norte","0.205","Adimensional",1
"6.1.1","Índice de perda de qualidade de vida (IPQV)","Paraíba","0.208","Adimensional",1
"6.1.1","Índice de perda de qualidade de vida (IPQV)","Pernambuco","0.206","Adimensional",1
"6.1.1","Índice de perda de qualidade de vida (IPQV)","Alagoas","0.218","Adimensional",1
"6.1.1","Índice de perda de qualidade de vida (IPQV)","Sergipe","0.187","Adimensional",1
"6.1.1","Índice de perda de qualidade de vida (IPQV)","Bahia","0.200","Adimensional",1
"6.1.1","Índice de perda de qualidade de vida (IPQV)","Minas Gerais","0.138","Adimensional",1
"6.1.1","Índice de perda de qualidade de vida (IPQV)","Espírito Santo","0.139","Adimensional",1
"6.1.1","Índice de perda de qualidade de vida (IPQV)","Rio de Janeiro","0.149","Adimensional",1
"6.1.1","Índice de perda de qualidade de vida (IPQV)","São Paulo","0.113","Adimensional",1
"6.1.1","Índice de perda de qualidade de vida (IPQV)","Paraná","0.113","Adimensional",1
"6.1.1","Índice de perda de qualidade de vida (IPQV)","Santa Catarina","0.100","Adimensional",1
"6.1.1","Índice de perda de qualidade de vida (IPQV)","Rio Grande do Sul","0.127","Adimensional",1
"6.1.1","Índice de perda de qualidade de vida (IPQV)","Mato Grosso do Sul","0.153","Adimensional",1
"6.1.1","Índice de perda de qualidade de vida (IPQV)","Mato Grosso","0.167","Adimensional",1
"6.1.1","Índice de perda de qualidade de vida (IPQV)","Goiás","0.166","Adimensional",1
"6.1.1","Índice de perda de qualidade de vida (IPQV)","Distrito Federal","0.139","Adimensional",1
"6.1.2","Índice de desempenho socioeconômico (IDS)","Rondônia","5.711","Ln",1
"6.1.2","Índice de desempenho socioeconômico (IDS)","Acre","5.318","Ln",1
"6.1.2","Índice de desempenho socioeconômico (IDS)","Amazonas","5.357","Ln",1
"6.1.2","Índice de desempenho socioeconômico (IDS)","Roraima","5.874","Ln",1
"6.1.2","Índice de desempenho socioeconômico (IDS)","Pará","5.099","Ln",1
"6.1.2","Índice de desempenho socioeconômico (IDS)","Amapá","5.470","Ln",1
"6.1.2","Índice de desempenho socioeconômico (IDS)","Tocantins","5.535","Ln",1
"6.1.2","Índice de desempenho socioeconômico (IDS)","Maranhão","4.897","Ln",1
"6.1.2","Índice de desempenho socioeconômico (IDS)","Piauí","5.462","Ln",1
"6.1.2","Índice de desempenho socioeconômico (IDS)","Ceará","5.626","Ln",1
"6.1.2","Índice de desempenho socioeconômico (IDS)","Rio Grande do Norte","5.647","Ln",1
"6.1.2","Índice de desempenho socioeconômico (IDS)","Paraíba","5.504","Ln",1
"6.1.2","Índice de desempenho socioeconômico (IDS)","Pernambuco","5.589","Ln",1
"6.1.2","Índice de desempenho socioeconômico (IDS)","Alagoas","5.264","Ln",1
"6.1.2","Índice de desempenho socioeconômico (IDS)","Sergipe","5.879","Ln",1
"6.1.2","Índice de desempenho socioeconômico (IDS)","Bahia","5.686","Ln",1
"6.1.2","Índice de desempenho socioeconômico (IDS)","Minas Gerais","6.374","Ln",1
"6.1.2","Índice de desempenho socioeconômico (IDS)","Espírito Santo","6.399","Ln",1
"6.1.2","Índice de desempenho socioeconômico (IDS)","Rio de Janeiro","6.349","Ln",1
"6.1.2","Índice de desempenho socioeconômico (IDS)","São Paulo","6.869","Ln",1
"6.1.2","Índice de desempenho socioeconômico (IDS)","Paraná","6.655","Ln",1
"6.1.2","Índice de desempenho socioeconômico (IDS)","Santa Catarina","6.826","Ln",1
"6.1.2","Índice de desempenho socioeconômico (IDS)","Rio Grande do Sul","6.676","Ln",1
"6.1.2","Índice de desempenho socioeconômico (IDS)","Mato Grosso do Sul","6.326","Ln",1
"6.1.2","Índice de desempenho socioeconômico (IDS)","Mato Grosso","6.170","Ln",1
"6.1.2","Índice de desempenho socioeconômico (IDS)","Goiás","6.189","Ln",1
"6.1.2","Índice de desempenho socioeconômico (IDS)","Distrito Federal","6.970","Ln",1
"7","Despesa  monetária e não monetária per capita mensal, por tipos de despesa selecionados",,,"",""
"7.1","Despesa monetária e não monetária per capita mensal",,,"",""
"7.1.1","Tipos de despesa",,,"",""
"7.1.1.1","Com serviços financeiros selecionados",,,"",""
"7.1.1.1.1","Total dos serviços selecionados",,,"R$",1
"7.1.1.1.2","Taxas bancárias, juros de cheque especial e de cartão de crédito",,,"R$",1
"7.1.1.1.3","Seguros",,,"R$",1
"7.1.1.1.4","Empréstimos e parcelamentos de imóveis, automóveis e moto",,,"R$",1
"7.1.1.2","Com Bens duráveis selecionados",,,"",""
"7.1.1.2.1","Total dos bens duráveis selecionados",,,"R$",1
"7.1.1.2.2","Aparelhos e equipamentos elétricos",,,"R$",1
"7.1.1.2.3","Equipamentos não elétricos",,,"R$",1
"7.1.1.2.4","Móveis",,,"R$",1
"7.1.1.2.5","Artigos de decoração",,,"R$",1
"7.1.1.3","Com alimentação",,,"",""
"7.1.1.3.1","Total da alimentação",,,"R$",1
"7.1.1.3.2","Alimentação no domicílio",,,"R$",1
"7.1.1.3.3","Alimentação fora do domicílio",,,"R$",1
"7.1.1.4","Com transportes",,,"",""
"7.1.1.4.1","Total dos transportes",,,"R$",1
"7.1.1.4.2","Transporte coletivo",,,"R$",1
"7.1.1.4.3","Transporte particular, taxi e aplicativos",,,"R$",1
"7.1.1.4.4","Transporte alternativo e outros",,,"R$",1
"7.1.1.5","Com lazer e viagens a lazer",,,"",""
"7.1.1.5.1","Total de lazer e viagens a lazer",,,"R$",1
"7.1.1.5.2","Lazer",,,"R$",1
"7.1.1.5.3","Viagens a lazer",,,"R$",1
"8","Proporção de pessoas das famílias residentes, por categorias de avaliação subjetiva do padrão de vida familiar",,,"",""
"8.1","Proporção de pessoas das famílias residentes",,,"",""
"8.1.1","Avaliação subjetiva do padrão de vida familiar",,,"",""
"8.1.1.1","Em relação a passar todo o mês com o atual rendimento total familiar",,,"",""
"8.1.1.1.1","Muita dificuldade",,,"%",1
"8.1.1.1.2","Dificuldade",,,"%",1
"8.1.1.1.3","Facilidade",,,"%",1
"8.1.1.1.4","Muita facilidade",,,"%",1
"8.1.1.2","Em relação à alimentação",,,"",""
"8.1.1.2.1","Bom",,,"%",1
"8.1.1.2.2","Satisfatório",,,"%",1
"8.1.1.2.3","Ruim",,,"%",1
"8.1.1.3","Em relação ao lazer",,,"",""
"8.1.1.3.1","Bom",,,"%",1
"8.1.1.3.2","Satisfatório",,,"%",1
"8.1.1.3.3","Ruim",,,"%",1
"8.1.1.4","Em relação ao transporte coletivo",,,"",""
"8.1.1.4.1","Bom",,,"%",1
"8.1.1.4.2","Satisfatório",,,"%",1
"8.1.1.4.3","Ruim",,,"%",1
"8.1.1.4.4","Não tem",,,"%",1
"9","Despesa de consumo monetária e não monetária  per capita mensal, por sexo e cor ou raça da pessoa de referência da família ",,,"",""
"9.1","Despesa de consumo per capita mensal",,,"",""
"9.1.1","Tipos de despesa de consumo",,,"",""
"9.1.1.1","Total",,,"",""
"9.1.1.1.1","Alimentação",,,"R$",1
"9.1.1.1.2","Habitação",,,"R$",1
"9.1.1.1.3","Vestuário ",,,"R$",1
"9.1.1.1.4","Transporte",,,"R$",1
"9.1.1.1.5","Higiene e cuidados pessoais",,,"R$",1
"9.1.1.1.6","Assistência à saúde",,,"R$",1
"9.1.1.1.7","Educação",,,"R$",1
"9.1.1.1.8","Recreação e cultura",,,"R$",1
"9.1.1.1.9","Fumo",,,"R$",1
"9.1.1.1.10","Serviços pessoais",,,"R$",1
"9.1.1.1.11","Despesas diversas",,,"R$",1
"9.1.1.2","Sexo da pessoa de referência",,,"",""
"9.1.1.2.1","Homem",,,"",""
"9.1.1.2.1.1","Alimentação",,,"R$",1
"9.1.1.2.1.2","Habitação",,,"R$",1
"9.1.1.2.1.3","Vestuário ",,,"R$",1
"9.1.1.2.1.4","Transporte",,,"R$",1
"9.1.1.2.1.5","Higiene e cuidados pessoais",,,"R$",1
"9.1.1.2.1.6","Assistência à saúde",,,"R$",1
"9.1.1.2.1.7","Educação",,,"R$",1
"9.1.1.2.1.8","Recreação e cultura",,,"R$",1
"9.1.1.2.1.9","Fumo",,,"R$",1
"9.1.1.2.1.10","Serviços pessoais",,,"R$",1
"9.1.1.2.1.11","Despesas diversas",,,"R$",1
"9.1.1.2.2","Mulher",,,"",""
"9.1.1.2.2.1","Alimentação",,,"R$",1
"9.1.1.2.2.2","Habitação",,,"R$",1
"9.1.1.2.2.3","Vestuário ",,,"R$",1
"9.1.1.2.2.4","Transporte",,,"R$",1
"9.1.1.2.2.5","Higiene e cuidados pessoais",,,"R$",1
"9.1.1.2.2.6","Assistência à saúde",,,"R$",1
"9.1.1.2.2.7","Educação",,,"R$",1
"9.1.1.2.2.8","Recreação e cultura",,,"R$",1
"9.1.1.2.2.9","Fumo",,,"R$",1
"9.1.1.2.2.10","Serviços pessoais",,,"R$",1
"9.1.1.2.2.11","Despesas diversas",,,"R$",1
"9.1.1.3","Cor ou raça da pessoa de referência",,,"",""
"9.1.1.3.1","Branca",,,"",""
"9.1.1.3.1.1","Alimentação",,,"R$",1
"9.1.1.3.1.2","Habitação",,,"R$",1
"9.1.1.3.1.3","Vestuário ",,,"R$",1
"9.1.1.3.1.4","Transporte",,,"R$",1
"9.1.1.3.1.5","Higiene e cuidados pessoais",,,"R$",1
"9.1.1.3.1.6","Assistência à saúde",,,"R$",1
"9.1.1.3.1.7","Educação",,,"R$",1
"9.1.1.3.1.8","Recreação e cultura",,,"R$",1
"9.1.1.3.1.9","Fumo",,,"R$",1
"9.1.1.3.1.10","Serviços pessoais",,,"R$",1
"9.1.1.3.1.11","Despesas diversas",,,"R$",1
"9.1.1.3.2","Preta e parda",,,"",""
"9.1.1.3.2.1","Alimentação",,,"R$",1
"9.1.1.3.2.2","Habitação",,,"R$",1
"9.1.1.3.2.3","Vestuário ",,,"R$",1
"9.1.1.3.2.4","Transporte",,,"R$",1
"9.1.1.3.2.5","Higiene e cuidados pessoais",,,"R$",1
"9.1.1.3.2.6","Assistência à saúde",,,"R$",1
"9.1.1.3.2.7","Educação",,,"R$",1
"9.1.1.3.2.8","Recreação e cultura",,,"R$",1
"9.1.1.3.2.9","Fumo",,,"R$",1
"9.1.1.3.2.10","Serviços pessoais",,,"R$",1
"9.1.1.3.2.11","Despesas diversas",,,"R$",1
"10","Despesas e Rendimentos",,,"",""
"10.1","Despesas monetária e não monetária média mensal familiar",,,"",""
"10.1.1","Despesa total","Rondônia","3157.71","R$",1
"10.1.1","Despesa total","Acre","3651.59","R$",1
"10.1.1","Despesa total","Amazonas","3218.87","R$",1
"10.1.1","Despesa total","Roraima","3346.81","R$",1
"10.1.1","Despesa total","Pará","3124.69","R$",1
"10.1.1","Despesa total","Amapá","4451.32","R$",1
"10.1.1","Despesa total","Tocantins","2552.53","R$",1
"10.1.1","Despesa total","Maranhão","2620.93","R$",1
"10.1.1","Despesa total","Piauí","2841.37","R$",1
"10.1.1","Despesa total","Ceará","2830.34","R$",1
"10.1.1","Despesa total","Rio Grande do Norte","3910.53","R$",1
"10.1.1","Despesa total","Paraíba","2893.59","R$",1
"10.1.1","Despesa total","Pernambuco","3442.75","R$",1
"10.1.1","Despesa total","Alagoas","2417.84","R$",1
"10.1.1","Despesa total","Sergipe","3924.18","R$",1
"10.1.1","Despesa total","Bahia","3423.63","R$",1
"10.1.1","Despesa total","Minas Gerais","4390.72","R$",1
"10.1.1","Despesa total","Espírito Santo","4041.14","R$",1
"10.1.1","Despesa total","Rio de Janeiro","4611.78","R$",1
"10.1.1","Despesa total","São Paulo","6312.16","R$",1
"10.1.1","Despesa total","Paraná","5115.09","R$",1
"10.1.1","Despesa total","Santa Catarina","4931.18","R$",1
"10.1.1","Despesa total","Rio Grande do Sul","5195.32","R$",1
"10.1.1","Despesa total","Mato Grosso do Sul","4903.67","R$",1
"10.1.1","Despesa total","Mato Grosso","4739.83","R$",1
"10.1.1","Despesa total","Goiás","4872.92","R$",1
"10.1.1","Despesa total","Distrito Federal","9874.73","R$",1
"10.1.1.1","Tipos de despesas",,,"",""
"10.1.1.1.1","Correntes","Rondônia","2887.73","R$",1
"10.1.1.1.1","Correntes","Acre","3290.87","R$",1
"10.1.1.1.1","Correntes","Amazonas","3074.41","R$",1
"10.1.1.1.1","Correntes","Roraima","3206.72","R$",1
"10.1.1.1.1","Correntes","Pará","2899.53","R$",1
"10.1.1.1.1","Correntes","Amapá","4137.42","R$",1
"10.1.1.1.1","Correntes","Tocantins","2426.93","R$",1
"10.1.1.1.1","Correntes","Maranhão","2419.29","R$",1
"10.1.1.1.1","Correntes","Piauí","2676.57","R$",1
"10.1.1.1.1","Correntes","Ceará","2644.33","R$",1
"10.1.1.1.1","Correntes","Rio Grande do Norte","3696.10","R$",1
"10.1.1.1.1","Correntes","Paraíba","2680.30","R$",1
"10.1.1.1.1","Correntes","Pernambuco","3242.70","R$",1
"10.1.1.1.1","Correntes","Alagoas","2250.60","R$",1
"10.1.1.1.1","Correntes","Sergipe","3658.98","R$",1
"10.1.1.1.1","Correntes","Bahia","3223.68","R$",1
"10.1.1.1.1","Correntes","Minas Gerais","4082.30","R$",1
"10.1.1.1.1","Correntes","Espírito Santo","3754.13","R$",1
"10.1.1.1.1","Correntes","Rio de Janeiro","4380.78","R$",1
"10.1.1.1.1","Correntes","São Paulo","5879.88","R$",1
"10.1.1.1.1","Correntes","Paraná","4395.93","R$",1
"10.1.1.1.1","Correntes","Santa Catarina","4583.18","R$",1
"10.1.1.1.1","Correntes","Rio Grande do Sul","4834.04","R$",1
"10.1.1.1.1","Correntes","Mato Grosso do Sul","4491.32","R$",1
"10.1.1.1.1","Correntes","Mato Grosso","4343.28","R$",1
"10.1.1.1.1","Correntes","Goiás","4403.33","R$",1
"10.1.1.1.1","Correntes","Distrito Federal","8949.45","R$",1
"10.1.1.1.1.1","Consumo","Rondônia","2566.77","R$",1
"10.1.1.1.1.1","Consumo","Acre","2897.46","R$",1
"10.1.1.1.1.1","Consumo","Amazonas","2696.00","R$",1
"10.1.1.1.1.1","Consumo","Roraima","2701.37","R$",1
"10.1.1.1.1.1","Consumo","Pará","2615.29","R$",1
"10.1.1.1.1.1","Consumo","Amapá","3613.20","R$",1
"10.1.1.1.1.1","Consumo","Tocantins","2139.12","R$",1
"10.1.1.1.1.1","Consumo","Maranhão","2228.67","R$",1
"10.1.1.1.1.1","Consumo","Piauí","2428.64","R$",1
"10.1.1.1.1.1","Consumo","Ceará","2375.65","R$",1
"10.1.1.1.1.1","Consumo","Rio Grande do Norte","3336.17","R$",1
"10.1.1.1.1.1","Consumo","Paraíba","2349.91","R$",1
"10.1.1.1.1.1","Consumo","Pernambuco","2889.14","R$",1
"10.1.1.1.1.1","Consumo","Alagoas","2018.02","R$",1
"10.1.1.1.1.1","Consumo","Sergipe","3276.79","R$",1
"10.1.1.1.1.1","Consumo","Bahia","2906.56","R$",1
"10.1.1.1.1.1","Consumo","Minas Gerais","3635.92","R$",1
"10.1.1.1.1.1","Consumo","Espírito Santo","3287.27","R$",1
"10.1.1.1.1.1","Consumo","Rio de Janeiro","3753.21","R$",1
"10.1.1.1.1.1","Consumo","São Paulo","5080.59","R$",1
"10.1.1.1.1.1","Consumo","Paraná","3863.38","R$",1
"10.1.1.1.1.1","Consumo","Santa Catarina","4090.41","R$",1
"10.1.1.1.1.1","Consumo","Rio Grande do Sul","4170.46","R$",1
"10.1.1.1.1.1","Consumo","Mato Grosso do Sul","3937.28","R$",1
"10.1.1.1.1.1","Consumo","Mato Grosso","3830.03","R$",1
"10.1.1.1.1.1","Consumo","Goiás","3777.75","R$",1
"10.1.1.1.1.1","Consumo","Distrito Federal","6994.48","R$",1
"10.1.1.1.1.1.1","Alimentação","Rondônia","386.79","R$",1
"10.1.1.1.1.1.1","Alimentação","Acre","637.28","R$",1
"10.1.1.1.1.1.1","Alimentação","Amazonas","557.70","R$",1
"10.1.1.1.1.1.1","Alimentação","Roraima","545.88","R$",1
"10.1.1.1.1.1.1","Alimentação","Pará","608.43","R$",1
"10.1.1.1.1.1.1","Alimentação","Amapá","894.87","R$",1
"10.1.1.1.1.1.1","Alimentação","Tocantins","294.00","R$",1
"10.1.1.1.1.1.1","Alimentação","Maranhão","498.60","R$",1
"10.1.1.1.1.1.1","Alimentação","Piauí","647.17","R$",1
"10.1.1.1.1.1.1","Alimentação","Ceará","526.53","R$",1
"10.1.1.1.1.1.1","Alimentação","Rio Grande do Norte","820.21","R$",1
"10.1.1.1.1.1.1","Alimentação","Paraíba","496.10","R$",1
"10.1.1.1.1.1.1","Alimentação","Pernambuco","587.35","R$",1
"10.1.1.1.1.1.1","Alimentação","Alagoas","390.71","R$",1
"10.1.1.1.1.1.1","Alimentação","Sergipe","794.97","R$",1
"10.1.1.1.1.1.1","Alimentação","Bahia","626.61","R$",1
"10.1.1.1.1.1.1","Alimentação","Minas Gerais","688.51","R$",1
"10.1.1.1.1.1.1","Alimentação","Espírito Santo","465.51","R$",1
"10.1.1.1.1.1.1","Alimentação","Rio de Janeiro","596.14","R$",1
"10.1.1.1.1.1.1","Alimentação","São Paulo","751.62","R$",1
"10.1.1.1.1.1.1","Alimentação","Paraná","641.75","R$",1
"10.1.1.1.1.1.1","Alimentação","Santa Catarina","698.67","R$",1
"10.1.1.1.1.1.1","Alimentação","Rio Grande do Sul","736.69","R$",1
"10.1.1.1.1.1.1","Alimentação","Mato Grosso do Sul","806.48","R$",1
"10.1.1.1.1.1.1","Alimentação","Mato Grosso","708.29","R$",1
"10.1.1.1.1.1.1","Alimentação","Goiás","652.88","R$",1
"10.1.1.1.1.1.1","Alimentação","Distrito Federal","876.27","R$",1
"10.1.1.1.1.1.2","Assistência a saúde","Rondônia","169.65","R$",1
"10.1.1.1.1.1.2","Assistência a saúde","Acre","153.13","R$",1
"10.1.1.1.1.1.2","Assistência a saúde","Amazonas","112.54","R$",1
"10.1.1.1.1.1.2","Assistência a saúde","Roraima","108.42","R$",1
"10.1.1.1.1.1.2","Assistência a saúde","Pará","149.05","R$",1
"10.1.1.1.1.1.2","Assistência a saúde","Amapá","185.96","R$",1
"10.1.1.1.1.1.2","Assistência a saúde","Tocantins","134.27","R$",1
"10.1.1.1.1.1.2","Assistência a saúde","Maranhão","150.73","R$",1
"10.1.1.1.1.1.2","Assistência a saúde","Piauí","170.87","R$",1
"10.1.1.1.1.1.2","Assistência a saúde","Ceará","175.37","R$",1
"10.1.1.1.1.1.2","Assistência a saúde","Rio Grande do Norte","259.20","R$",1
"10.1.1.1.1.1.2","Assistência a saúde","Paraíba","180.42","R$",1
"10.1.1.1.1.1.2","Assistência a saúde","Pernambuco","227.17","R$",1
"10.1.1.1.1.1.2","Assistência a saúde","Alagoas","186.00","R$",1
"10.1.1.1.1.1.2","Assistência a saúde","Sergipe","284.77","R$",1
"10.1.1.1.1.1.2","Assistência a saúde","Bahia","252.51","R$",1
"10.1.1.1.1.1.2","Assistência a saúde","Minas Gerais","324.49","R$",1
"10.1.1.1.1.1.2","Assistência a saúde","Espírito Santo","344.44","R$",1
"10.1.1.1.1.1.2","Assistência a saúde","Rio de Janeiro","311.36","R$",1
"10.1.1.1.1.1.2","Assistência a saúde","São Paulo","423.96","R$",1
"10.1.1.1.1.1.2","Assistência a saúde","Paraná","243.51","R$",1
"10.1.1.1.1.1.2","Assistência a saúde","Santa Catarina","295.05","R$",1
"10.1.1.1.1.1.2","Assistência a saúde","Rio Grande do Sul","345.63","R$",1
"10.1.1.1.1.1.2","Assistência a saúde","Mato Grosso do Sul","293.28","R$",1
"10.1.1.1.1.1.2","Assistência a saúde","Mato Grosso","292.38","R$",1
"10.1.1.1.1.1.2","Assistência a saúde","Goiás","283.86","R$",1
"10.1.1.1.1.1.2","Assistência a saúde","Distrito Federal","650.07","R$",1
"10.1.1.1.1.1.3","Educação","Rondônia","85.55","R$",1
"10.1.1.1.1.1.3","Educação","Acre","70.46","R$",1
"10.1.1.1.1.1.3","Educação","Amazonas","82.00","R$",1
"10.1.1.1.1.1.3","Educação","Roraima","107.14","R$",1
"10.1.1.1.1.1.3","Educação","Pará","79.29","R$",1
"10.1.1.1.1.1.3","Educação","Amapá","160.49","R$",1
"10.1.1.1.1.1.3","Educação","Tocantins","68.29","R$",1
"10.1.1.1.1.1.3","Educação","Maranhão","83.14","R$",1
"10.1.1.1.1.1.3","Educação","Piauí","121.23","R$",1
"10.1.1.1.1.1.3","Educação","Ceará","115.13","R$",1
"10.1.1.1.1.1.3","Educação","Rio Grande do Norte","158.42","R$",1
"10.1.1.1.1.1.3","Educação","Paraíba","105.97","R$",1
"10.1.1.1.1.1.3","Educação","Pernambuco","135.18","R$",1
"10.1.1.1.1.1.3","Educação","Alagoas","88.90","R$",1
"10.1.1.1.1.1.3","Educação","Sergipe","161.35","R$",1
"10.1.1.1.1.1.3","Educação","Bahia","138.92","R$",1
"10.1.1.1.1.1.3","Educação","Minas Gerais","163.56","R$",1
"10.1.1.1.1.1.3","Educação","Espírito Santo","136.96","R$",1
"10.1.1.1.1.1.3","Educação","Rio de Janeiro","152.41","R$",1
"10.1.1.1.1.1.3","Educação","São Paulo","288.62","R$",1
"10.1.1.1.1.1.3","Educação","Paraná","171.43","R$",1
"10.1.1.1.1.1.3","Educação","Santa Catarina","123.37","R$",1
"10.1.1.1.1.1.3","Educação","Rio Grande do Sul","147.37","R$",1
"10.1.1.1.1.1.3","Educação","Mato Grosso do Sul","139.34","R$",1
"10.1.1.1.1.1.3","Educação","Mato Grosso","104.15","R$",1
"10.1.1.1.1.1.3","Educação","Goiás","179.38","R$",1
"10.1.1.1.1.1.3","Educação","Distrito Federal","443.55","R$",1
"10.1.1.1.1.1.4","Fumo","Rondônia","6.83","R$",1
"10.1.1.1.1.1.4","Fumo","Acre","12.23","R$",1
"10.1.1.1.1.1.4","Fumo","Amazonas","7.07","R$",1
"10.1.1.1.1.1.4","Fumo","Roraima","14.79","R$",1
"10.1.1.1.1.1.4","Fumo","Pará","7.33","R$",1
"10.1.1.1.1.1.4","Fumo","Amapá","14.00","R$",1
"10.1.1.1.1.1.4","Fumo","Tocantins","9.86","R$",1
"10.1.1.1.1.1.4","Fumo","Maranhão","8.03","R$",1
"10.1.1.1.1.1.4","Fumo","Piauí","8.11","R$",1
"10.1.1.1.1.1.4","Fumo","Ceará","10.66","R$",1
"10.1.1.1.1.1.4","Fumo","Rio Grande do Norte","13.67","R$",1
"10.1.1.1.1.1.4","Fumo","Paraíba","10.00","R$",1
"10.1.1.1.1.1.4","Fumo","Pernambuco","12.78","R$",1
"10.1.1.1.1.1.4","Fumo","Alagoas","7.14","R$",1
"10.1.1.1.1.1.4","Fumo","Sergipe","6.78","R$",1
"10.1.1.1.1.1.4","Fumo","Bahia","8.33","R$",1
"10.1.1.1.1.1.4","Fumo","Minas Gerais","15.11","R$",1
"10.1.1.1.1.1.4","Fumo","Espírito Santo","8.54","R$",1
"10.1.1.1.1.1.4","Fumo","Rio de Janeiro","17.57","R$",1
"10.1.1.1.1.1.4","Fumo","São Paulo","25.61","R$",1
"10.1.1.1.1.1.4","Fumo","Paraná","18.15","R$",1
"10.1.1.1.1.1.4","Fumo","Santa Catarina","28.83","R$",1
"10.1.1.1.1.1.4","Fumo","Rio Grande do Sul","27.65","R$",1
"10.1.1.1.1.1.4","Fumo","Mato Grosso do Sul","17.31","R$",1
"10.1.1.1.1.1.4","Fumo","Mato Grosso","14.78","R$",1
"10.1.1.1.1.1.4","Fumo","Goiás","22.97","R$",1
"10.1.1.1.1.1.4","Fumo","Distrito Federal","15.63","R$",1
"10.1.1.1.1.1.5","Habitação","Rondônia","915.90","R$",1
"10.1.1.1.1.1.5","Habitação","Acre","993.16","R$",1
"10.1.1.1.1.1.5","Habitação","Amazonas","1131.74","R$",1
"10.1.1.1.1.1.5","Habitação","Roraima","1071.03","R$",1
"10.1.1.1.1.1.5","Habitação","Pará","891.38","R$",1
"10.1.1.1.1.1.5","Habitação","Amapá","1185.68","R$",1
"10.1.1.1.1.1.5","Habitação","Tocantins","842.98","R$",1
"10.1.1.1.1.1.5","Habitação","Maranhão","728.65","R$",1
"10.1.1.1.1.1.5","Habitação","Piauí","717.02","R$",1
"10.1.1.1.1.1.5","Habitação","Ceará","817.87","R$",1
"10.1.1.1.1.1.5","Habitação","Rio Grande do Norte","944.90","R$",1
"10.1.1.1.1.1.5","Habitação","Paraíba","798.84","R$",1
"10.1.1.1.1.1.5","Habitação","Pernambuco","963.56","R$",1
"10.1.1.1.1.1.5","Habitação","Alagoas","723.51","R$",1
"10.1.1.1.1.1.5","Habitação","Sergipe","929.35","R$",1
"10.1.1.1.1.1.5","Habitação","Bahia","931.46","R$",1
"10.1.1.1.1.1.5","Habitação","Minas Gerais","1230.81","R$",1
"10.1.1.1.1.1.5","Habitação","Espírito Santo","1259.78","R$",1
"10.1.1.1.1.1.5","Habitação","Rio de Janeiro","1634.44","R$",1
"10.1.1.1.1.1.5","Habitação","São Paulo","2002.55","R$",1
"10.1.1.1.1.1.5","Habitação","Paraná","1350.80","R$",1
"10.1.1.1.1.1.5","Habitação","Santa Catarina","1474.04","R$",1
"10.1.1.1.1.1.5","Habitação","Rio Grande do Sul","1504.08","R$",1
"10.1.1.1.1.1.5","Habitação","Mato Grosso do Sul","1272.97","R$",1
"10.1.1.1.1.1.5","Habitação","Mato Grosso","1268.74","R$",1
"10.1.1.1.1.1.5","Habitação","Goiás","1242.75","R$",1
"10.1.1.1.1.1.5","Habitação","Distrito Federal","2433.28","R$",1
"10.1.1.1.1.1.6","Higiene e cuidados pessoais","Rondônia","133.30","R$",1
"10.1.1.1.1.1.6","Higiene e cuidados pessoais","Acre","165.79","R$",1
"10.1.1.1.1.1.6","Higiene e cuidados pessoais","Amazonas","147.84","R$",1
"10.1.1.1.1.1.6","Higiene e cuidados pessoais","Roraima","166.42","R$",1
"10.1.1.1.1.1.6","Higiene e cuidados pessoais","Pará","156.83","R$",1
"10.1.1.1.1.1.6","Higiene e cuidados pessoais","Amapá","226.88","R$",1
"10.1.1.1.1.1.6","Higiene e cuidados pessoais","Tocantins","94.87","R$",1
"10.1.1.1.1.1.6","Higiene e cuidados pessoais","Maranhão","137.60","R$",1
"10.1.1.1.1.1.6","Higiene e cuidados pessoais","Piauí","119.37","R$",1
"10.1.1.1.1.1.6","Higiene e cuidados pessoais","Ceará","121.12","R$",1
"10.1.1.1.1.1.6","Higiene e cuidados pessoais","Rio Grande do Norte","175.29","R$",1
"10.1.1.1.1.1.6","Higiene e cuidados pessoais","Paraíba","126.46","R$",1
"10.1.1.1.1.1.6","Higiene e cuidados pessoais","Pernambuco","143.28","R$",1
"10.1.1.1.1.1.6","Higiene e cuidados pessoais","Alagoas","103.33","R$",1
"10.1.1.1.1.1.6","Higiene e cuidados pessoais","Sergipe","173.32","R$",1
"10.1.1.1.1.1.6","Higiene e cuidados pessoais","Bahia","132.63","R$",1
"10.1.1.1.1.1.6","Higiene e cuidados pessoais","Minas Gerais","126.94","R$",1
"10.1.1.1.1.1.6","Higiene e cuidados pessoais","Espírito Santo","103.17","R$",1
"10.1.1.1.1.1.6","Higiene e cuidados pessoais","Rio de Janeiro","98.69","R$",1
"10.1.1.1.1.1.6","Higiene e cuidados pessoais","São Paulo","151.25","R$",1
"10.1.1.1.1.1.6","Higiene e cuidados pessoais","Paraná","126.15","R$",1
